address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"121 College Avenue, Somerville MA 02144",College Avenue,121,42.40046,-71.117659,Brown,Brown,10,0.2868,Brown,0.2868,0.0,False,False,0.2868,0.7727,0.5978,1.1382,1.1556,1.7695,1.8365,West Somerville,West Somerville,0.5978,0.0,False
"136 College Avenue, Somerville MA 02144",College Avenue,136,42.400671,-71.117412,Brown,Brown,10,0.2904,Brown,0.2904,0.0,False,False,0.2904,0.7855,0.598,1.1355,1.1459,1.7749,1.8309,West Somerville,West Somerville,0.598,0.0,False
"143 College Avenue, Somerville MA 02144",College Avenue,143,42.401549,-71.116517,Brown,Brown,10,0.3201,Brown,0.3201,0.0,False,False,0.3201,0.8418,0.5996,1.133,1.1146,1.8028,1.8158,West Somerville,West Somerville,0.5996,0.0,False
"1 Elm Court, Somerville MA 02144",Elm Court,1,42.396831,-71.121122,Brown,Brown,12,0.3643,Brown,0.3643,0.0,False,False,0.3643,0.5883,0.7003,1.1938,1.3154,1.6808,1.9208,West Somerville,Kennedy,0.5883,0.112,True
"6 Elm Court, Somerville MA 02144",Elm Court,6,42.396736,-71.121372,Brown,Brown,12,0.3777,Brown,0.3777,0.0,False,False,0.3777,0.5889,0.7015,1.204,1.3284,1.6848,1.9315,West Somerville,Kennedy,0.5889,0.1126,True
"16 Ellington Road, Somerville MA 02144",Ellington Road,16,42.395451,-71.119509,Brown,Brown,10,0.3084,Brown,0.3084,0.0,False,False,0.3084,0.4657,0.8211,1.0888,1.2406,1.5549,1.8184,Kennedy,Kennedy,0.4657,0.0,False
"31 Ellington Road, Somerville MA 02144",Ellington Road,31,42.395902,-71.119525,Brown,Brown,10,0.2976,Brown,0.2976,0.0,False,False,0.2976,0.4942,0.7927,1.0974,1.2382,1.5784,1.8262,Kennedy,Kennedy,0.4942,0.0,False
"32 Ellington Road, Somerville MA 02144",Ellington Road,32,42.395698,-71.119666,Brown,Brown,10,0.3091,Brown,0.3091,0.0,False,False,0.3091,0.4845,0.8022,1.1007,1.2467,1.5729,1.8299,Kennedy,Kennedy,0.4845,0.0,False
"4 Foskett Street, Somerville MA 02145",Foskett Street,4,42.396772,-71.115255,Brown,Brown,3,0.0733,Brown,0.0733,0.0,False,False,0.0733,0.5104,0.8652,0.9109,1.0165,1.4896,1.6319,Kennedy,Kennedy,0.5104,0.0,False
"19 Foskett Street, Somerville MA 02145",Foskett Street,19,42.397043,-71.115825,Brown,Brown,4,0.0943,Brown,0.0943,0.0,False,False,0.0943,0.5291,0.832,0.945,1.0448,1.5215,1.6653,Kennedy,Kennedy,0.5291,0.0,False
"34 Foskett Street, Somerville MA 02145",Foskett Street,34,42.397639,-71.116558,Brown,Brown,5,0.1321,Brown,0.1321,0.0,False,False,0.1321,0.5725,0.7763,0.9958,1.0817,1.5768,1.7136,Kennedy,Kennedy,0.5725,0.0,False
"49 Foskett Street, Somerville MA 02145",Foskett Street,49,42.397363,-71.116677,Brown,Brown,5,0.1361,Brown,0.1361,0.0,False,False,0.1361,0.5542,0.7871,0.9936,1.0878,1.5648,1.7134,Kennedy,Kennedy,0.5542,0.0,False
"52 Foskett Street, Somerville MA 02145",Foskett Street,52,42.397565,-71.117159,Brown,Brown,6,0.1617,Brown,0.1617,0.0,False,False,0.1617,0.5711,0.7607,1.0217,1.1123,1.5906,1.7411,Kennedy,Kennedy,0.5711,0.0,False
"7 Francesca Avenue, Somerville MA 02144",Francesca Avenue,7,42.398765,-71.119508,Brown,Brown,9,0.2982,Brown,0.2982,0.0,False,False,0.2982,0.6791,0.6225,1.1651,1.2351,1.7291,1.8813,West Somerville,West Somerville,0.6225,0.0,False
"22 Francesca Avenue, Somerville MA 02144",Francesca Avenue,22,42.398784,-71.11867,Brown,Brown,8,0.2589,Brown,0.2589,0.0,False,False,0.2589,0.6688,0.6468,1.127,1.1925,1.7042,1.8414,West Somerville,West Somerville,0.6468,0.0,False
"37 Francesca Avenue, Somerville MA 02144",Francesca Avenue,37,42.398216,-71.118208,Brown,Brown,7,0.2233,Brown,0.2233,0.0,False,False,0.2233,0.6252,0.6923,1.089,1.1668,1.6586,1.8062,West Somerville,Kennedy,0.6252,0.0671,True
"52 Francesca Avenue, Somerville MA 02144",Francesca Avenue,52,42.398361,-71.118424,Brown,Brown,7,0.2368,Brown,0.2368,0.0,False,False,0.2368,0.6374,0.6777,1.1031,1.1782,1.6733,1.8198,West Somerville,Kennedy,0.6374,0.0403,True
"58 Francesca Avenue, Somerville MA 02144",Francesca Avenue,58,42.398194,-71.117201,Brown,Brown,6,0.1741,Brown,0.1741,0.0,False,False,0.1741,0.6144,0.7259,1.0418,1.1154,1.627,1.7571,West Somerville,Kennedy,0.6144,0.1115,True
"45 Grove Street, Somerville MA 02144",Grove Street,45,42.396341,-71.11992,Brown,Brown,11,0.3088,Brown,0.3088,0.0,False,False,0.3088,0.5302,0.7566,1.1252,1.2559,1.6144,1.853,West Somerville,Kennedy,0.5302,0.2264,True
"60 Grove Street, Somerville MA 02144",Grove Street,60,42.39679,-71.119642,Brown,Brown,10,0.2895,Brown,0.2895,0.0,False,False,0.2895,0.5529,0.7355,1.121,1.24,1.6281,1.8472,West Somerville,Kennedy,0.5529,0.1826,True
"65 Grove Street, Somerville MA 02144",Grove Street,65,42.396904,-71.119568,Brown,Brown,10,0.2849,Brown,0.2849,0.0,False,False,0.2849,0.5588,0.7304,1.12,1.236,1.6316,1.8456,West Somerville,Kennedy,0.5588,0.1716,True
"5 Hall Avenue, Somerville MA 02144",Hall Avenue,5,42.398357,-71.12056,Brown,Brown,10,0.3421,Brown,0.3421,0.0,False,False,0.3421,0.6709,0.618,1.2029,1.2871,1.7409,1.9231,West Somerville,West Somerville,0.618,0.0,False
"20 Hall Avenue, Somerville MA 02144",Hall Avenue,20,42.398458,-71.11969,Brown,Brown,9,0.3006,Brown,0.3006,0.0,False,False,0.3006,0.6618,0.635,1.1648,1.2431,1.7182,1.8831,West Somerville,West Somerville,0.635,0.0,False
"35 Hall Avenue, Somerville MA 02144",Hall Avenue,35,42.397892,-71.119277,Brown,Brown,9,0.2718,Brown,0.2718,0.0,False,False,0.2718,0.618,0.6793,1.1301,1.2206,1.6745,1.8509,West Somerville,Kennedy,0.618,0.0613,True
"50 Hall Avenue, Somerville MA 02144",Hall Avenue,50,42.398019,-71.118523,Brown,Brown,8,0.2355,Brown,0.2355,0.0,False,False,0.2355,0.6157,0.6936,1.0981,1.1824,1.6575,1.817,West Somerville,Kennedy,0.6157,0.0779,True
"65 Hall Avenue, Somerville MA 02144",Hall Avenue,65,42.397451,-71.118039,Brown,Brown,7,0.2058,Brown,0.2058,0.0,False,False,0.2058,0.5717,0.7399,1.0601,1.1572,1.6114,1.7815,West Somerville,Kennedy,0.5717,0.1682,True
"73 Hall Avenue, Somerville MA 02144",Hall Avenue,73,42.397366,-71.117755,Brown,Brown,7,0.1911,Brown,0.1911,0.0,False,False,0.1911,0.5629,0.7532,1.0444,1.1428,1.5979,1.7659,West Somerville,Kennedy,0.5629,0.1903,True
"219 Highland Avenue, Somerville MA 02144",Highland Avenue,219,42.390438,-71.107967,Brown,Brown,17,0.5657,Kennedy,0.3924,0.1733,True,True,0.5657,0.3924,1.4394,0.4756,0.8087,0.9199,1.1871,Kennedy,Kennedy,0.3924,0.0,False
"234 Highland Avenue, Somerville MA 02144",Highland Avenue,234,42.390797,-71.108909,Brown,Brown,16,0.5194,Kennedy,0.3513,0.1681,True,True,0.5194,0.3513,1.3893,0.5195,0.8333,0.9664,1.2364,Kennedy,Kennedy,0.3513,0.0,False
"249 Highland Avenue, Somerville MA 02144",Highland Avenue,249,42.391291,-71.10992,Brown,Brown,15,0.4648,Kennedy,0.3147,0.1501,True,True,0.4648,0.3147,1.3301,0.5682,0.859,1.0233,1.2903,Kennedy,Kennedy,0.3147,0.0,False
"264 Highland Avenue, Somerville MA 02144",Highland Avenue,264,42.391311,-71.110869,Brown,Brown,14,0.4439,Kennedy,0.2721,0.1718,True,True,0.4439,0.2721,1.2988,0.6165,0.9005,1.0523,1.3386,Kennedy,Kennedy,0.2721,0.0,False
"279 Highland Avenue, Somerville MA 02144",Highland Avenue,279,42.391838,-71.111928,Brown,Brown,12,0.3922,Kennedy,0.2496,0.1426,True,False,0.3922,0.2496,1.2371,0.6702,0.9324,1.1139,1.3958,Kennedy,Kennedy,0.2496,0.0,False
"294 Highland Avenue, Somerville MA 02144",Highland Avenue,294,42.392267,-71.113064,Brown,Brown,11,0.3512,Kennedy,0.2352,0.116,True,False,0.3512,0.2352,1.179,0.7292,0.9738,1.173,1.4567,Kennedy,Kennedy,0.2352,0.0,False
"309 Highland Avenue, Somerville MA 02144",Highland Avenue,309,42.393123,-71.113669,Brown,Brown,10,0.2893,Kennedy,0.2749,0.0144,True,False,0.2893,0.2749,1.1129,0.7655,0.9826,1.2385,1.4954,Kennedy,Kennedy,0.2749,0.0,False
"324 Highland Avenue, Somerville MA 02144",Highland Avenue,324,42.393177,-71.115151,Brown,Brown,9,0.2909,Kennedy,0.2625,0.0284,True,False,0.2909,0.2625,1.0671,0.841,1.0537,1.2894,1.5707,Kennedy,Kennedy,0.2625,0.0,False
"339 Highland Avenue, Somerville MA 02144",Highland Avenue,339,42.394086,-71.116244,Brown,Brown,7,0.2497,Brown,0.2497,0.0,False,False,0.2497,0.3267,0.9842,0.9059,1.0919,1.3734,1.6362,Kennedy,Kennedy,0.3267,0.0,False
"354 Highland Avenue, Somerville MA 02144",Highland Avenue,354,42.394174,-71.117385,Brown,Brown,8,0.2763,Brown,0.2763,0.0,False,False,0.2763,0.3441,0.9494,0.9642,1.1475,1.4166,1.6946,Kennedy,Kennedy,0.3441,0.0,False
"369 Highland Avenue, Somerville MA 02144",Highland Avenue,369,42.394711,-71.118559,Brown,Brown,9,0.2931,Brown,0.2931,0.0,False,False,0.2931,0.3991,0.8884,1.0301,1.1997,1.4845,1.7604,Kennedy,Kennedy,0.3991,0.0,False
"384 Highland Avenue, Somerville MA 02144",Highland Avenue,384,42.395141,-71.119707,Brown,Brown,11,0.3268,Brown,0.3268,0.0,False,False,0.3268,0.4512,0.8362,1.0937,1.2532,1.5464,1.8237,Kennedy,Kennedy,0.4512,0.0,False
"399 Highland Avenue, Somerville MA 02144",Highland Avenue,399,42.395941,-71.120539,Brown,Brown,11,0.3462,Brown,0.3462,0.0,False,False,0.3462,0.5201,0.7685,1.1481,1.2895,1.6157,1.8771,Kennedy,Kennedy,0.5201,0.0,False
"407 Highland Avenue, Somerville MA 02144",Highland Avenue,407,42.396263,-71.121089,Brown,Brown,11,0.3683,Brown,0.3683,0.0,False,False,0.3683,0.5535,0.7372,1.181,1.3157,1.6511,1.9096,Kennedy,Kennedy,0.5535,0.0,False
"2 Highland Road, Somerville MA 02144",Highland Road,2,42.394982,-71.113835,Brown,Brown,5,0.1605,Brown,0.1605,0.0,False,False,0.1605,0.396,1.0063,0.8008,0.959,1.3466,1.529,West Somerville,Kennedy,0.396,0.6103,True
"17 Highland Road, Somerville MA 02144",Highland Road,17,42.395364,-71.113496,Brown,Brown,5,0.1364,Brown,0.1364,0.0,False,False,0.1364,0.4257,0.9975,0.7924,0.9374,1.3586,1.5187,West Somerville,Kennedy,0.4257,0.5718,True
"32 Highland Road, Somerville MA 02144",Highland Road,32,42.395591,-71.112981,Brown,Brown,5,0.1294,Brown,0.1294,0.0,False,False,0.1294,0.4478,1.0037,0.7729,0.9091,1.3574,1.4975,West Somerville,Kennedy,0.4478,0.5559,True
"47 Highland Road, Somerville MA 02144",Highland Road,47,42.396126,-71.112548,Brown,Brown,4,0.1103,Brown,0.1103,0.0,False,False,0.1103,0.4897,0.9928,0.7663,0.8824,1.3772,1.4868,West Somerville,Kennedy,0.4897,0.5031,True
"62 Highland Road, Somerville MA 02144",Highland Road,62,42.396563,-71.112325,Brown,Brown,3,0.1,Brown,0.1,0.0,False,False,0.1,0.5219,0.9802,0.7687,0.8682,1.3975,1.4852,West Somerville,Kennedy,0.5219,0.4583,True
"77 Highland Road, Somerville MA 02144",Highland Road,77,42.397045,-71.11189,Brown,Brown,3,0.1096,Brown,0.1096,0.0,False,False,0.1096,0.5606,0.9748,0.7645,0.8441,1.4157,1.4752,West Somerville,Kennedy,0.5606,0.4142,True
"92 Highland Road, Somerville MA 02144",Highland Road,92,42.397154,-71.111926,Brown,Brown,3,0.1068,Brown,0.1068,0.0,False,False,0.1068,0.5671,0.9686,0.7698,0.8457,1.4232,1.4795,West Somerville,Kennedy,0.5671,0.4015,True
"107 Highland Road, Somerville MA 02144",Highland Road,107,42.397813,-71.111378,Brown,Brown,4,0.1389,Brown,0.1389,0.0,False,False,0.1389,0.6194,0.9622,0.7697,0.8175,1.4507,1.47,West Somerville,Kennedy,0.6194,0.3428,True
"122 Highland Road, Somerville MA 02144",Highland Road,122,42.398387,-71.111582,Brown,Brown,5,0.1448,Brown,0.1448,0.0,False,False,0.1448,0.6535,0.9304,0.8007,0.8298,1.4909,1.495,West Somerville,Kennedy,0.6535,0.2769,True
"137 Highland Road, Somerville MA 02144",Highland Road,137,42.398049,-71.111684,Brown,Brown,4,0.1294,Brown,0.1294,0.0,False,False,0.1294,0.6297,0.9399,0.7917,0.8337,1.4723,1.4906,West Somerville,Kennedy,0.6297,0.3102,True
"140 Highland Road, Somerville MA 02144",Highland Road,140,42.398894,-71.111242,Brown,Brown,6,0.179,Brown,0.179,0.0,False,False,0.179,0.6922,0.9251,0.8078,0.8158,1.5149,1.4936,West Somerville,Kennedy,0.6922,0.2329,True
"9 Josephine Avenue, Somerville MA 02144",Josephine Avenue,9,42.395747,-71.114571,Brown,Brown,3,0.1112,Brown,0.1112,0.0,False,False,0.1112,0.442,0.9416,0.8529,0.988,1.4115,1.5786,West Somerville,Kennedy,0.442,0.4996,True
"24 Josephine Avenue, Somerville MA 02144",Josephine Avenue,24,42.396137,-71.114342,Brown,Brown,3,0.0823,Brown,0.0823,0.0,False,False,0.0823,0.4702,0.9289,0.8512,0.9733,1.427,1.5746,West Somerville,Kennedy,0.4702,0.4587,True
"39 Josephine Avenue, Somerville MA 02144",Josephine Avenue,39,42.396653,-71.113986,Brown,Brown,2,0.0449,Brown,0.0449,0.0,False,False,0.0449,0.5081,0.9152,0.8482,0.9523,1.4468,1.5677,West Somerville,Kennedy,0.5081,0.4071,True
"54 Josephine Avenue, Somerville MA 02144",Josephine Avenue,54,42.397087,-71.113703,Brown,Brown,1,0.0216,Brown,0.0216,0.0,False,False,0.0216,0.54,0.9042,0.8478,0.9365,1.4645,1.5634,West Somerville,Kennedy,0.54,0.3642,True
"69 Josephine Avenue, Somerville MA 02144",Josephine Avenue,69,42.397586,-71.113324,Brown,Brown,1,0.0401,Brown,0.0401,0.0,False,False,0.0401,0.5774,0.895,0.8466,0.9166,1.4842,1.5568,West Somerville,Kennedy,0.5774,0.3176,True
"84 Josephine Avenue, Somerville MA 02144",Josephine Avenue,84,42.398142,-71.11345,Brown,Brown,2,0.0647,Brown,0.0647,0.0,False,False,0.0647,0.614,0.8651,0.8713,0.924,1.5207,1.5765,West Somerville,Kennedy,0.614,0.2511,True
"99 Josephine Avenue, Somerville MA 02144",Josephine Avenue,99,42.39852,-71.112717,Brown,Brown,3,0.1069,Brown,0.1069,0.0,False,False,0.1069,0.647,0.8782,0.8537,0.8883,1.5255,1.5518,West Somerville,Kennedy,0.647,0.2312,True
"114 Josephine Avenue, Somerville MA 02144",Josephine Avenue,114,42.399074,-71.112826,Brown,Brown,4,0.1365,Brown,0.1365,0.0,False,False,0.1365,0.6832,0.8512,0.88,0.8976,1.5619,1.5723,West Somerville,Kennedy,0.6832,0.168,True
"129 Josephine Avenue, Somerville MA 02144",Josephine Avenue,129,42.398667,-71.113003,Brown,Brown,3,0.1074,Brown,0.1074,0.0,False,False,0.1074,0.6539,0.8604,0.8714,0.9036,1.5413,1.5692,West Somerville,Kennedy,0.6539,0.2065,True
"134 Josephine Avenue, Somerville MA 02144",Josephine Avenue,134,42.399744,-71.112289,Brown,Brown,5,0.1902,Brown,0.1902,0.0,False,False,0.1902,0.7343,0.8486,0.8862,0.8772,1.5909,1.5672,West Somerville,Kennedy,0.7343,0.1143,True
"93 Kidder Avenue, Somerville MA 02144",Kidder Avenue,93,42.397915,-71.114433,Brown,Brown,2,0.0475,Brown,0.0475,0.0,False,False,0.0475,0.5918,0.8378,0.9072,0.9736,1.5328,1.6177,West Somerville,Kennedy,0.5918,0.246,True
"108 Kidder Avenue, Somerville MA 02144",Kidder Avenue,108,42.397745,-71.114833,Brown,Brown,2,0.052,Brown,0.052,0.0,False,False,0.052,0.5785,0.8312,0.9197,0.9937,1.5337,1.6329,West Somerville,Kennedy,0.5785,0.2527,True
"123 Kidder Avenue, Somerville MA 02144",Kidder Avenue,123,42.397014,-71.112029,Brown,Brown,3,0.103,Brown,0.103,0.0,False,False,0.103,0.5563,0.9708,0.7697,0.8513,1.4172,1.4812,West Somerville,Kennedy,0.5563,0.4145,True
"138 Kidder Avenue, Somerville MA 02144",Kidder Avenue,138,42.397636,-71.114543,Brown,Brown,2,0.0357,Brown,0.0357,0.0,False,False,0.0357,0.5721,0.847,0.9031,0.9788,1.5194,1.6164,West Somerville,Kennedy,0.5721,0.2749,True
"153 Kidder Avenue, Somerville MA 02144",Kidder Avenue,153,42.39693,-71.111805,Brown,Brown,3,0.1154,Brown,0.1154,0.0,False,False,0.1154,0.5546,0.9833,0.7568,0.8401,1.4067,1.4684,West Somerville,Kennedy,0.5546,0.4287,True
"157 Kidder Avenue, Somerville MA 02144",Kidder Avenue,157,42.396161,-71.110582,Brown,Brown,5,0.1919,Brown,0.1919,0.0,False,False,0.1919,0.5316,1.0653,0.6768,0.7824,1.3305,1.392,West Somerville,Kennedy,0.5316,0.5337,True
"6 Liberty Avenue, Somerville MA 02144",Liberty Avenue,6,42.400597,-71.115056,Brown,Brown,8,0.2338,Brown,0.2338,0.0,False,False,0.2338,0.7748,0.6979,1.0339,1.0271,1.7086,1.7199,West Somerville,West Somerville,0.6979,0.0,False
"21 Liberty Avenue, Somerville MA 02144",Liberty Avenue,21,42.400167,-71.115398,Brown,Brown,7,0.2102,Brown,0.2102,0.0,False,False,0.2102,0.7448,0.7005,1.0308,1.0385,1.6915,1.723,West Somerville,West Somerville,0.7005,0.0,False
"36 Liberty Avenue, Somerville MA 02144",Liberty Avenue,36,42.399576,-71.115736,Brown,Brown,6,0.1801,Brown,0.1801,0.0,False,False,0.1801,0.704,0.7121,1.0226,1.0492,1.6654,1.7222,West Somerville,Kennedy,0.704,0.0081,True
"51 Liberty Avenue, Somerville MA 02144",Liberty Avenue,51,42.39926,-71.116518,Brown,Brown,6,0.1862,Brown,0.1862,0.0,False,False,0.1862,0.684,0.6967,1.0454,1.0862,1.6682,1.7506,West Somerville,Kennedy,0.684,0.0127,True
"66 Liberty Avenue, Somerville MA 02144",Liberty Avenue,66,42.398807,-71.116705,Brown,Brown,5,0.1724,Brown,0.1724,0.0,False,False,0.1724,0.6536,0.7118,1.0385,1.0927,1.6474,1.748,West Somerville,Kennedy,0.6536,0.0582,True
"81 Liberty Avenue, Somerville MA 02144",Liberty Avenue,81,42.39831,-71.117089,Brown,Brown,5,0.1719,Brown,0.1719,0.0,False,False,0.1719,0.6216,0.7236,1.0401,1.11,1.6303,1.7544,West Somerville,Kennedy,0.6216,0.102,True
"96 Liberty Avenue, Somerville MA 02144",Liberty Avenue,96,42.397954,-71.1173,Brown,Brown,6,0.1738,Brown,0.1738,0.0,False,False,0.1738,0.5988,0.7353,1.0393,1.1199,1.6165,1.7565,West Somerville,Kennedy,0.5988,0.1365,True
"111 Liberty Avenue, Somerville MA 02144",Liberty Avenue,111,42.397623,-71.117165,Brown,Brown,6,0.1625,Brown,0.1625,0.0,False,False,0.1625,0.5751,0.7574,1.0236,1.1126,1.594,1.7427,West Somerville,Kennedy,0.5751,0.1823,True
"125 Liberty Avenue, Somerville MA 02144",Liberty Avenue,125,42.397579,-71.117196,Brown,Brown,6,0.1637,Brown,0.1637,0.0,False,False,0.1637,0.5724,0.7588,1.0239,1.1142,1.5925,1.7432,West Somerville,Kennedy,0.5724,0.1864,True
"121 Liberty Road, Somerville MA 02144",Liberty Road,121,42.397127,-71.117871,Brown,Brown,7,0.1974,Brown,0.1974,0.0,False,False,0.1974,0.548,0.7632,1.0439,1.149,1.5885,1.7667,West Somerville,Kennedy,0.548,0.2152,True
"130 Liberty Road, Somerville MA 02144",Liberty Road,130,42.396752,-71.117811,Brown,Brown,8,0.1976,Brown,0.1976,0.0,False,False,0.1976,0.522,0.7862,1.0319,1.1468,1.5663,1.7565,West Somerville,Kennedy,0.522,0.2642,True
"5 Lowden Avenue, Somerville MA 02144",Lowden Avenue,5,42.400189,-71.11392,Brown,Brown,6,0.1995,Brown,0.1995,0.0,False,False,0.1995,0.7508,0.7618,0.9707,0.9647,1.6561,1.6554,West Somerville,Kennedy,0.7508,0.011,True
"20 Lowden Avenue, Somerville MA 02144",Lowden Avenue,20,42.399804,-71.114153,Brown,Brown,6,0.173,Brown,0.173,0.0,False,False,0.173,0.7231,0.7668,0.9644,0.9717,1.6384,1.6548,West Somerville,Kennedy,0.7231,0.0437,True
"35 Lowden Avenue, Somerville MA 02144",Lowden Avenue,35,42.399201,-71.114585,Brown,Brown,5,0.1344,Brown,0.1344,0.0,False,False,0.1344,0.6797,0.774,0.9592,0.9877,1.613,1.658,West Somerville,Kennedy,0.6797,0.0943,True
"50 Lowden Avenue, Somerville MA 02144",Lowden Avenue,50,42.398651,-71.114455,Brown,Brown,4,0.0959,Brown,0.0959,0.0,False,False,0.0959,0.6423,0.8033,0.9334,0.9774,1.5769,1.6372,West Somerville,Kennedy,0.6423,0.161,True
"65 Lowden Avenue, Somerville MA 02144",Lowden Avenue,65,42.398296,-71.11526,Brown,Brown,3,0.0937,Brown,0.0937,0.0,False,False,0.0937,0.6156,0.7891,0.9568,1.0168,1.5775,1.6665,West Somerville,Kennedy,0.6156,0.1735,True
"80 Lowden Avenue, Somerville MA 02144",Lowden Avenue,80,42.397652,-71.115135,Brown,Brown,3,0.0623,Brown,0.0623,0.0,False,False,0.0623,0.5713,0.8248,0.9306,1.0091,1.5366,1.6452,West Somerville,Kennedy,0.5713,0.2535,True
"93 Lowden Avenue, Somerville MA 02144",Lowden Avenue,93,42.397399,-71.115864,Brown,Brown,4,0.0948,Brown,0.0948,0.0,False,False,0.0948,0.5538,0.8122,0.9567,1.0463,1.5429,1.6748,West Somerville,Kennedy,0.5538,0.2584,True
"9 Mallet Street, Somerville MA 02144",Mallet Street,9,42.399305,-71.113812,Brown,Brown,4,0.1388,Brown,0.1388,0.0,False,False,0.1388,0.6907,0.801,0.9303,0.9495,1.5998,1.6247,West Somerville,Kennedy,0.6907,0.1103,True
"Maxwell's Green, Somerville MA 02144",Maxwell's Green,center,42.393231,-71.106296,Brown,Brown,15,0.4838,Winter Hill,0.3976,0.0862,True,False,0.4838,0.5406,1.3631,0.3976,0.6322,1.0555,1.1269,Kennedy,Winter Hill,0.3976,0.143,True
"2 Morrison Avenue, Somerville MA 02144",Morrison Avenue,2,42.39433,-71.11106,Brown,Brown,9,0.2546,Brown,0.2546,0.0,False,False,0.2546,0.4104,1.1344,0.6523,0.8311,1.2317,1.3808,West Somerville,Kennedy,0.4104,0.724,True
