address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"17 Morrison Avenue, Somerville MA 02144",Morrison Avenue,17,42.394819,-71.111647,Brown,Brown,7,0.2097,Brown,0.2097,0.0,False,False,0.2097,0.4242,1.0892,0.6909,0.8519,1.2761,1.418,West Somerville,Kennedy,0.4242,0.665,True
"32 Morrison Avenue, Somerville MA 02144",Morrison Avenue,32,42.394627,-71.11237,Brown,Brown,7,0.2029,Brown,0.2029,0.0,False,False,0.2029,0.3961,1.0738,0.7222,0.8908,1.2845,1.4506,West Somerville,Kennedy,0.3961,0.6777,True
"47 Morrison Avenue, Somerville MA 02144",Morrison Avenue,47,42.395153,-71.112927,Brown,Brown,6,0.1584,Brown,0.1584,0.0,False,False,0.1584,0.4198,1.0278,0.7602,0.9113,1.3304,1.487,West Somerville,Kennedy,0.4198,0.608,True
"62 Morrison Avenue, Somerville MA 02144",Morrison Avenue,62,42.395345,-71.113743,Brown,Brown,5,0.1359,Brown,0.1359,0.0,False,False,0.1359,0.4215,0.9902,0.8039,0.9501,1.3646,1.5306,West Somerville,Kennedy,0.4215,0.5687,True
"77 Morrison Avenue, Somerville MA 02144",Morrison Avenue,77,42.397137,-71.118552,Brown,Brown,8,0.232,Brown,0.232,0.0,False,False,0.232,0.5573,0.7432,1.0766,1.1837,1.6107,1.8002,West Somerville,Kennedy,0.5573,0.1859,True
"92 Morrison Avenue, Somerville MA 02144",Morrison Avenue,92,42.395648,-71.114962,Brown,Brown,3,0.1242,Brown,0.1242,0.0,False,False,0.1242,0.4335,0.9342,0.8695,1.0086,1.4175,1.5961,West Somerville,Kennedy,0.4335,0.5007,True
"107 Morrison Avenue, Somerville MA 02144",Morrison Avenue,107,42.395526,-71.11571,Brown,Brown,4,0.1503,Brown,0.1503,0.0,False,False,0.1503,0.4242,0.9174,0.9033,1.0476,1.4335,1.6309,West Somerville,Kennedy,0.4242,0.4932,True
"122 Morrison Avenue, Somerville MA 02144",Morrison Avenue,122,42.395796,-71.116448,Brown,Brown,5,0.1622,Brown,0.1622,0.0,False,False,0.1622,0.4453,0.8802,0.9448,1.0827,1.4713,1.672,West Somerville,Kennedy,0.4453,0.4349,True
"137 Morrison Avenue, Somerville MA 02144",Morrison Avenue,137,42.396345,-71.11697,Brown,Brown,6,0.1649,Brown,0.1649,0.0,False,False,0.1649,0.4863,0.8338,0.982,1.1057,1.5176,1.7076,West Somerville,Kennedy,0.4863,0.3475,True
"152 Morrison Avenue, Somerville MA 02144",Morrison Avenue,152,42.396952,-71.118316,Brown,Brown,8,0.221,Brown,0.221,0.0,False,False,0.221,0.5417,0.7604,1.0608,1.172,1.5932,1.7851,West Somerville,Kennedy,0.5417,0.2187,True
"167 Morrison Avenue, Somerville MA 02144",Morrison Avenue,167,42.396592,-71.118412,Brown,Brown,8,0.2299,Brown,0.2299,0.0,False,False,0.2299,0.5191,0.7788,1.0572,1.178,1.577,1.783,West Somerville,Kennedy,0.5191,0.2597,True
"182 Morrison Avenue, Somerville MA 02144",Morrison Avenue,182,42.396813,-71.11905,Brown,Brown,9,0.2594,Brown,0.2594,0.0,False,False,0.2594,0.5437,0.7489,1.0929,1.2098,1.6097,1.8185,West Somerville,Kennedy,0.5437,0.2052,True
"197 Morrison Avenue, Somerville MA 02144",Morrison Avenue,197,42.397593,-71.119266,Brown,Brown,9,0.2689,Brown,0.2689,0.0,False,False,0.2689,0.5982,0.697,1.1219,1.2198,1.6581,1.8442,West Somerville,Kennedy,0.5982,0.0988,True
"212 Morrison Avenue, Somerville MA 02144",Morrison Avenue,212,42.397432,-71.119715,Brown,Brown,10,0.2912,Brown,0.2912,0.0,False,False,0.2912,0.5955,0.6949,1.1393,1.2427,1.6642,1.8629,West Somerville,Kennedy,0.5955,0.0994,True
"227 Morrison Avenue, Somerville MA 02144",Morrison Avenue,227,42.397269,-71.120128,Brown,Brown,10,0.3122,Brown,0.3122,0.0,False,False,0.3122,0.5931,0.6946,1.1552,1.2639,1.6694,1.88,West Somerville,Kennedy,0.5931,0.1015,True
"232 Morrison Avenue, Somerville MA 02144",Morrison Avenue,232,42.397579,-71.120096,Brown,Brown,10,0.3111,Brown,0.3111,0.0,False,False,0.3111,0.6122,0.6765,1.1611,1.2622,1.6845,1.8844,West Somerville,Kennedy,0.6122,0.0643,True
"5 Morrison Place, Somerville MA 02144",Morrison Place,5,42.397068,-71.118287,Brown,Brown,8,0.2188,Brown,0.2188,0.0,False,False,0.2188,0.5491,0.7546,1.0622,1.1703,1.5985,1.7859,West Somerville,Kennedy,0.5491,0.2055,True
"8 Morrison Place, Somerville MA 02144",Morrison Place,8,42.397176,-71.118548,Brown,Brown,8,0.2317,Brown,0.2317,0.0,False,False,0.2317,0.5598,0.741,1.0773,1.1834,1.6126,1.8008,West Somerville,Kennedy,0.5598,0.1812,True
"9 Murdock Street, Somerville MA 02145",Murdock Street,9,42.396222,-71.109161,Brown,Brown,13,0.2584,Brown,0.2584,0.0,False,False,0.2584,0.573,1.1188,0.6154,0.71,1.3029,1.3249,Winter Hill,Kennedy,0.573,0.0424,True
"24 Murdock Street, Somerville MA 02145",Murdock Street,24,42.395872,-71.108935,Brown,Brown,13,0.2772,Brown,0.2772,0.0,False,False,0.2772,0.5601,1.1428,0.5933,0.7021,1.2761,1.306,Winter Hill,Kennedy,0.5601,0.0332,True
"39 Murdock Street, Somerville MA 02145",Murdock Street,39,42.395207,-71.108516,Brown,Brown,13,0.3155,Brown,0.3155,0.0,False,False,0.3155,0.5381,1.1884,0.553,0.6902,1.2254,1.2715,Winter Hill,Kennedy,0.5381,0.0149,True
"54 Murdock Street, Somerville MA 02145",Murdock Street,54,42.394986,-71.107908,Brown,Brown,13,0.3501,Brown,0.3501,0.0,False,False,0.3501,0.5483,1.222,0.5184,0.664,1.199,1.2373,Winter Hill,Winter Hill,0.5184,0.0,False
"65 Murdock Street, Somerville MA 02145",Murdock Street,65,42.394654,-71.108468,Brown,Brown,12,0.3368,Brown,0.3368,0.0,False,False,0.3368,0.5119,1.2149,0.5349,0.6977,1.1896,1.2583,Winter Hill,Kennedy,0.5119,0.023,True
"2 Pearson Avenue, Somerville MA 02144",Pearson Avenue,2,42.394875,-71.112552,Brown,Brown,6,0.1835,Brown,0.1835,0.0,False,False,0.1835,0.4083,1.0548,0.7361,0.8962,1.3039,1.4637,West Somerville,Kennedy,0.4083,0.6465,True
"17 Pearson Avenue, Somerville MA 02144",Pearson Avenue,17,42.395525,-71.112093,Brown,Brown,5,0.157,Brown,0.157,0.0,False,False,0.157,0.4587,1.0385,0.729,0.865,1.3296,1.4527,West Somerville,Kennedy,0.4587,0.5798,True
"32 Pearson Avenue, Somerville MA 02144",Pearson Avenue,32,42.395908,-71.112307,Brown,Brown,5,0.1297,Brown,0.1297,0.0,False,False,0.1297,0.4795,1.0121,0.7491,0.872,1.3579,1.4706,West Somerville,Kennedy,0.4795,0.5326,True
"47 Pearson Avenue, Somerville MA 02144",Pearson Avenue,47,42.396169,-71.11166,Brown,Brown,4,0.1432,Brown,0.1432,0.0,False,False,0.1432,0.5083,1.0237,0.7263,0.837,1.357,1.4445,West Somerville,Kennedy,0.5083,0.5154,True
"62 Pearson Avenue, Somerville MA 02144",Pearson Avenue,62,42.396592,-71.111391,Brown,Brown,4,0.1424,Brown,0.1424,0.0,False,False,0.1424,0.5406,1.0145,0.7272,0.8205,1.3761,1.4407,West Somerville,Kennedy,0.5406,0.4739,True
"77 Pearson Avenue, Somerville MA 02144",Pearson Avenue,77,42.397024,-71.111076,Brown,Brown,4,0.1509,Brown,0.1509,0.0,False,False,0.1509,0.5743,1.0078,0.7277,0.8027,1.3951,1.4357,West Somerville,Kennedy,0.5743,0.4335,True
"92 Pearson Avenue, Somerville MA 02144",Pearson Avenue,92,42.39694,-71.111156,Brown,Brown,4,0.1478,Brown,0.1478,0.0,False,False,0.1478,0.5674,1.0083,0.7283,0.807,1.3918,1.4376,West Somerville,Kennedy,0.5674,0.4409,True
"107 Pearson Avenue, Somerville MA 02144",Pearson Avenue,107,42.397278,-71.111289,Brown,Brown,4,0.1388,Brown,0.1388,0.0,False,False,0.1388,0.5864,0.9883,0.7461,0.813,1.4157,1.4521,West Somerville,Kennedy,0.5864,0.4019,True
"116 Pearson Avenue, Somerville MA 02144",Pearson Avenue,116,42.398218,-71.110742,Brown,Brown,6,0.1784,Brown,0.1784,0.0,False,False,0.1784,0.6571,0.9723,0.7592,0.7863,1.4618,1.4511,West Somerville,Kennedy,0.6571,0.3152,True
"1 Pearson Road, Somerville MA 02144",Pearson Road,1,42.400712,-71.113871,Brown,Brown,7,0.2357,Brown,0.2357,0.0,False,False,0.2357,0.7869,0.745,0.9911,0.9697,1.6869,1.6693,,,,,
"16 Pearson Road, Somerville MA 02144",Pearson Road,16,42.401215,-71.114305,Brown,Brown,8,0.2708,Brown,0.2708,0.0,False,False,0.2708,0.8195,0.7086,1.0302,0.9996,1.728,1.7049,,,,,
"31 Pearson Road, Somerville MA 02144",Pearson Road,31,42.401617,-71.114544,Brown,Brown,9,0.2994,Brown,0.2994,0.0,False,False,0.2994,0.8464,0.6847,1.0575,1.0187,1.7582,1.7287,,,,,
"39 Pearson Road, Somerville MA 02144",Pearson Road,39,42.401859,-71.114583,Brown,Brown,9,0.3162,Brown,0.3162,0.0,False,False,0.3162,0.863,0.6754,1.0699,1.0254,1.774,1.7384,,,,,
"1 Powder House Terrace, Somerville MA 02144",Powder House Terrace,1,42.39898,-71.117338,Brown,Brown,6,0.2056,Brown,0.2056,0.0,False,False,0.2056,0.6692,0.6808,1.0726,1.1259,1.6755,1.7824,West Somerville,Kennedy,0.6692,0.0116,True
"16 Powder House Terrace, Somerville MA 02144",Powder House Terrace,16,42.399559,-71.117398,Brown,Brown,7,0.2328,Brown,0.2328,0.0,False,False,0.2328,0.7092,0.65,1.0946,1.1332,1.7103,1.8,West Somerville,West Somerville,0.65,0.0,False
"31 Powder House Terrace, Somerville MA 02144",Powder House Terrace,31,42.399462,-71.117358,Brown,Brown,7,0.2268,Brown,0.2268,0.0,False,False,0.2268,0.7023,0.6562,1.0895,1.1303,1.7036,1.7955,West Somerville,West Somerville,0.6562,0.0,False
"39 Powder House Terrace, Somerville MA 02144",Powder House Terrace,39,42.399534,-71.116279,Brown,Brown,6,0.1928,Brown,0.1928,0.0,False,False,0.1928,0.7021,0.6929,1.0446,1.0763,1.6776,1.7465,West Somerville,West Somerville,0.6929,0.0,False
"5 Prichard Avenue, Somerville MA 02144",Prichard Avenue,5,42.395027,-71.111646,Brown,Brown,7,0.1981,Brown,0.1981,0.0,False,False,0.1981,0.437,1.079,0.6956,0.8488,1.2884,1.4215,West Somerville,Kennedy,0.437,0.642,True
"20 Prichard Avenue, Somerville MA 02144",Prichard Avenue,20,42.395435,-71.11179,Brown,Brown,6,0.1717,Brown,0.1717,0.0,False,False,0.1717,0.4592,1.0538,0.7123,0.8508,1.3164,1.4361,West Somerville,Kennedy,0.4592,0.5946,True
"35 Prichard Avenue, Somerville MA 02144",Prichard Avenue,35,42.395752,-71.11116,Brown,Brown,5,0.1806,Brown,0.1806,0.0,False,False,0.1806,0.4929,1.0619,0.6911,0.8155,1.3195,1.4115,West Somerville,Kennedy,0.4929,0.569,True
"50 Prichard Avenue, Somerville MA 02144",Prichard Avenue,50,42.396274,-71.11122,Brown,Brown,5,0.1591,Brown,0.1591,0.0,False,False,0.1591,0.524,1.0355,0.7094,0.8139,1.3526,1.4254,West Somerville,Kennedy,0.524,0.5115,True
"65 Prichard Avenue, Somerville MA 02144",Prichard Avenue,65,42.396722,-71.110496,Brown,Brown,5,0.1837,Brown,0.1837,0.0,False,False,0.1837,0.568,1.0439,0.6916,0.7743,1.3632,1.4007,West Somerville,Kennedy,0.568,0.4759,True
"80 Prichard Avenue, Somerville MA 02144",Prichard Avenue,80,42.397142,-71.110656,Brown,Brown,5,0.1715,Brown,0.1715,0.0,False,False,0.1715,0.5905,1.0196,0.7136,0.7809,1.3928,1.4186,West Somerville,Kennedy,0.5905,0.4291,True
"95 Prichard Avenue, Somerville MA 02144",Prichard Avenue,95,42.397682,-71.110223,Brown,Brown,6,0.195,Brown,0.195,0.0,False,False,0.195,0.6337,1.0151,0.716,0.7585,1.4171,1.4121,West Somerville,Kennedy,0.6337,0.3814,True
"100 Prichard Avenue, Somerville MA 02144",Prichard Avenue,100,42.397651,-71.110294,Brown,Brown,6,0.1911,Brown,0.1911,0.0,False,False,0.1911,0.6302,1.0134,0.7177,0.7621,1.4167,1.4146,West Somerville,Kennedy,0.6302,0.3832,True
"4 Princeton Street, Somerville MA 02145",Princeton Street,4,42.392857,-71.10847,Brown,Brown,18,0.4174,Brown,0.4174,0.0,False,False,0.4174,0.4324,1.2995,0.5004,0.7428,1.0783,1.2307,Kennedy,Kennedy,0.4324,0.0,False
"19 Princeton Street, Somerville MA 02145",Princeton Street,19,42.393201,-71.108243,Brown,Brown,13,0.4085,Brown,0.4085,0.0,False,False,0.4085,0.4554,1.2912,0.4935,0.7222,1.0942,1.2238,Kennedy,Kennedy,0.4554,0.0,False
"34 Princeton Street, Somerville MA 02145",Princeton Street,34,42.392803,-71.107958,Brown,Brown,17,0.4382,Brown,0.4382,0.0,False,False,0.4382,0.4524,1.3207,0.474,0.721,1.0631,1.2044,Kennedy,Kennedy,0.4524,0.0,False
"49 Princeton Street, Somerville MA 02145",Princeton Street,49,42.392415,-71.106647,Brown,Brown,16,0.5051,Winter Hill,0.4039,0.1012,True,False,0.5051,0.4989,1.3876,0.4039,0.6757,1.0104,1.1339,Kennedy,Winter Hill,0.4039,0.095,True
"57 Princeton Street, Somerville MA 02145",Princeton Street,57,42.392921,-71.107325,Brown,Brown,14,0.4561,Winter Hill,0.4437,0.0124,True,False,0.4561,0.4844,1.3384,0.4437,0.6886,1.0565,1.1741,Kennedy,Winter Hill,0.4437,0.0407,True
"2 Rogers Avenue, Somerville MA 02144",Rogers Avenue,2,42.395517,-71.114407,Brown,Brown,4,0.125,Brown,0.125,0.0,False,False,0.125,0.4273,0.9592,0.8398,0.9818,1.3937,1.5664,West Somerville,Kennedy,0.4273,0.5319,True
"17 Rogers Avenue, Somerville MA 02144",Rogers Avenue,17,42.395869,-71.11363,Brown,Brown,4,0.1009,Brown,0.1009,0.0,False,False,0.1009,0.4581,0.967,0.8107,0.9393,1.3915,1.5346,West Somerville,Kennedy,0.4581,0.5089,True
"32 Rogers Avenue, Somerville MA 02144",Rogers Avenue,32,42.396531,-71.1137,Brown,Brown,3,0.0556,Brown,0.0556,0.0,False,False,0.0556,0.5022,0.9314,0.8314,0.9383,1.4319,1.5512,West Somerville,Kennedy,0.5022,0.4292,True
"47 Rogers Avenue, Somerville MA 02144",Rogers Avenue,47,42.396914,-71.112947,Brown,Brown,2,0.0605,Brown,0.0605,0.0,False,False,0.0605,0.5364,0.9405,0.8079,0.8984,1.4344,1.523,West Somerville,Kennedy,0.5364,0.4041,True
"62 Rogers Avenue, Somerville MA 02144",Rogers Avenue,62,42.397578,-71.112967,Brown,Brown,2,0.0565,Brown,0.0565,0.0,False,False,0.0565,0.5807,0.9091,0.8304,0.8984,1.4746,1.5395,West Somerville,Kennedy,0.5807,0.3284,True
"77 Rogers Avenue, Somerville MA 02144",Rogers Avenue,77,42.397848,-71.112287,Brown,Brown,3,0.0957,Brown,0.0957,0.0,False,False,0.0957,0.6074,0.924,0.8101,0.864,1.4742,1.5139,West Somerville,Kennedy,0.6074,0.3166,True
"92 Rogers Avenue, Somerville MA 02144",Rogers Avenue,92,42.398407,-71.112415,Brown,Brown,4,0.1116,Brown,0.1116,0.0,False,False,0.1116,0.643,0.8952,0.8365,0.8723,1.5114,1.5346,West Somerville,Kennedy,0.643,0.2522,True
"107 Rogers Avenue, Somerville MA 02144",Rogers Avenue,107,42.398147,-71.112501,Brown,Brown,3,0.0966,Brown,0.0966,0.0,False,False,0.0966,0.6245,0.9026,0.8303,0.8757,1.4975,1.5318,West Somerville,Kennedy,0.6245,0.2781,True
"122 Rogers Avenue, Somerville MA 02144",Rogers Avenue,122,42.39923,-71.111848,Brown,Brown,5,0.173,Brown,0.173,0.0,False,False,0.173,0.7054,0.8866,0.8465,0.8494,1.5492,1.5315,West Somerville,Kennedy,0.7054,0.1812,True
"130 Rogers Avenue, Somerville MA 02144",Rogers Avenue,130,42.39935,-71.111782,Brown,Brown,5,0.1815,Brown,0.1815,0.0,False,False,0.1815,0.7143,0.885,0.849,0.8473,1.5552,1.532,West Somerville,Kennedy,0.7143,0.1707,True
"10 Warwick Street, Somerville MA 02145",Warwick Street,10,42.394533,-71.110144,Brown,Brown,9,0.2748,Brown,0.2748,0.0,False,False,0.2748,0.4491,1.1574,0.6119,0.7823,1.2207,1.3388,Winter Hill,Kennedy,0.4491,0.1628,True
"25 Warwick Street, Somerville MA 02145",Warwick Street,25,42.393951,-71.109732,Brown,Brown,10,0.3182,Brown,0.3182,0.0,False,False,0.3182,0.4321,1.2006,0.5799,0.7739,1.1753,1.3089,Winter Hill,Kennedy,0.4321,0.1478,True
"40 Warwick Street, Somerville MA 02145",Warwick Street,40,42.394005,-71.109888,Brown,Brown,10,0.3101,Brown,0.3101,0.0,False,False,0.3101,0.4295,1.1923,0.5886,0.7803,1.1824,1.3175,Winter Hill,Kennedy,0.4295,0.1591,True
"55 Warwick Street, Somerville MA 02145",Warwick Street,55,42.393711,-71.108441,Brown,Brown,12,0.3772,Brown,0.3772,0.0,False,False,0.3772,0.4689,1.2596,0.512,0.7177,1.1302,1.241,Winter Hill,Kennedy,0.4689,0.0431,True
"70 Warwick Street, Somerville MA 02145",Warwick Street,70,42.393703,-71.10919,Brown,Brown,11,0.3498,Brown,0.3498,0.0,False,False,0.3498,0.4397,1.2323,0.5487,0.7536,1.1471,1.2782,Winter Hill,Kennedy,0.4397,0.109,True
"85 Warwick Street, Somerville MA 02145",Warwick Street,85,42.394109,-71.108284,Brown,Brown,12,0.3661,Brown,0.3661,0.0,False,False,0.3661,0.4928,1.2469,0.5127,0.7005,1.1515,1.2396,Winter Hill,Kennedy,0.4928,0.0199,True
"94 Warwick Street, Somerville MA 02145",Warwick Street,94,42.393466,-71.108632,Brown,Brown,12,0.3815,Brown,0.3815,0.0,False,False,0.3815,0.4506,1.2642,0.517,0.7331,1.1194,1.2469,Winter Hill,Kennedy,0.4506,0.0664,True
"130 Willow Avenue, Somerville MA 02144",Willow Avenue,130,42.39545,-71.116194,Brown,Brown,5,0.1697,Brown,0.1697,0.0,False,False,0.1697,0.4202,0.9072,0.9254,1.0727,1.4445,1.6536,West Somerville,Kennedy,0.4202,0.487,True
"145 Willow Avenue, Somerville MA 02144",Willow Avenue,145,42.395828,-71.115803,Brown,Brown,4,0.1369,Brown,0.1369,0.0,False,False,0.1369,0.4452,0.8979,0.9142,1.0497,1.453,1.6407,West Somerville,Kennedy,0.4452,0.4527,True
"160 Willow Avenue, Somerville MA 02144",Willow Avenue,160,42.396468,-71.115434,Brown,Brown,4,0.0927,Brown,0.0927,0.0,False,False,0.0927,0.4892,0.8751,0.9115,1.0269,1.4776,1.6346,West Somerville,Kennedy,0.4892,0.3859,True
"175 Willow Avenue, Somerville MA 02144",Willow Avenue,175,42.396825,-71.115119,Brown,Brown,3,0.0655,Brown,0.0655,0.0,False,False,0.0655,0.5143,0.8671,0.9059,1.0094,1.4886,1.6264,West Somerville,Kennedy,0.5143,0.3528,True
"190 Willow Avenue, Somerville MA 02144",Willow Avenue,190,42.39716,-71.114525,Brown,Brown,2,0.028,Brown,0.028,0.0,False,False,0.028,0.5394,0.8709,0.8878,0.9782,1.4912,1.6047,West Somerville,Kennedy,0.5394,0.3315,True
"205 Willow Avenue, Somerville MA 02144",Willow Avenue,205,42.397701,-71.114517,Brown,Brown,2,0.0378,Brown,0.0378,0.0,False,False,0.0378,0.5767,0.8449,0.904,0.9776,1.5225,1.6167,West Somerville,Kennedy,0.5767,0.2682,True
"220 Willow Avenue, Somerville MA 02144",Willow Avenue,220,42.398138,-71.113857,Brown,Brown,2,0.0583,Brown,0.0583,0.0,False,False,0.0583,0.6105,0.8495,0.8891,0.9447,1.5308,1.5958,West Somerville,Kennedy,0.6105,0.239,True
"235 Willow Avenue, Somerville MA 02144",Willow Avenue,235,42.398561,-71.113502,Brown,Brown,3,0.0908,Brown,0.0908,0.0,False,False,0.0908,0.6421,0.8448,0.8888,0.9284,1.5472,1.5899,West Somerville,Kennedy,0.6421,0.2027,True
"250 Willow Avenue, Somerville MA 02144",Willow Avenue,250,42.399009,-71.113764,Brown,Brown,4,0.1186,Brown,0.1186,0.0,False,False,0.1186,0.6708,0.8152,0.9168,0.9446,1.5807,1.6142,West Somerville,Kennedy,0.6708,0.1444,True
"265 Willow Avenue, Somerville MA 02144",Willow Avenue,265,42.399396,-71.112984,Brown,Brown,4,0.1539,Brown,0.1539,0.0,False,False,0.1539,0.7035,0.8319,0.8996,0.9084,1.5854,1.5888,West Somerville,Kennedy,0.7035,0.1284,True
"275 Willow Avenue, Somerville MA 02144",Willow Avenue,275,42.399705,-71.112768,Brown,Brown,5,0.1777,Brown,0.1777,0.0,False,False,0.1777,0.7266,0.8293,0.9037,0.9008,1.5994,1.588,West Somerville,Kennedy,0.7266,0.1027,True
"5 Wilson Avenue, Somerville MA 02144",Wilson Avenue,5,42.398399,-71.108965,Brown,Brown,9,0.2683,Brown,0.2683,0.0,False,False,0.2683,0.7068,1.0418,0.6968,0.6968,1.4376,1.374,West Somerville,Winter Hill,0.6968,0.345,True
"20 Wilson Avenue, Somerville MA 02144",Wilson Avenue,20,42.397898,-71.10894,Brown,Brown,10,0.262,Brown,0.262,0.0,False,False,0.262,0.6772,1.0611,0.6732,0.6934,1.405,1.3581,West Somerville,Winter Hill,0.6732,0.3879,True
"11 Winslow Avenue, Somerville MA 02144",Winslow Avenue,11,42.397053,-71.121142,Brown,Brown,11,0.3643,Brown,0.3643,0.0,False,False,0.3643,0.6022,0.6858,1.1994,1.3159,1.6928,1.9258,West Somerville,Kennedy,0.6022,0.0836,True
"26 Winslow Avenue, Somerville MA 02144",Winslow Avenue,26,42.397133,-71.120398,Brown,Brown,11,0.3262,Brown,0.3262,0.0,False,False,0.3262,0.5901,0.6967,1.1652,1.2779,1.6714,1.8907,West Somerville,Kennedy,0.5901,0.1066,True
"41 Winslow Avenue, Somerville MA 02144",Winslow Avenue,41,42.39683,-71.119615,Brown,Brown,10,0.2879,Brown,0.2879,0.0,False,False,0.2879,0.555,0.7337,1.1206,1.2386,1.6293,1.8466,West Somerville,Kennedy,0.555,0.1787,True
"56 Winslow Avenue, Somerville MA 02144",Winslow Avenue,56,42.396622,-71.119198,Brown,Brown,9,0.2689,Brown,0.2689,0.0,False,False,0.2689,0.5338,0.7566,1.0959,1.218,1.6045,1.8223,West Somerville,Kennedy,0.5338,0.2228,True
"71 Winslow Avenue, Somerville MA 02144",Winslow Avenue,71,42.396195,-71.118844,Brown,Brown,9,0.2582,Brown,0.2582,0.0,False,False,0.2582,0.4999,0.7911,1.0697,1.2018,1.5704,1.7973,West Somerville,Kennedy,0.4999,0.2912,True
"86 Winslow Avenue, Somerville MA 02144",Winslow Avenue,86,42.395976,-71.118296,Brown,Brown,8,0.2371,Brown,0.2371,0.0,False,False,0.2371,0.4767,0.8182,1.0386,1.1752,1.5407,1.7665,West Somerville,Kennedy,0.4767,0.3415,True
"99 Winslow Avenue, Somerville MA 02144",Winslow Avenue,99,42.395953,-71.118226,Brown,Brown,8,0.2344,Brown,0.2344,0.0,False,False,0.2344,0.4741,0.8214,1.0347,1.1718,1.5371,1.7626,West Somerville,Kennedy,0.4741,0.3473,True
